,year,month,day,year_col,title,genre_final,gross_adj,budget_adj,female_dist7,male_dist7,gender_majority
693,2018,5,17,9,Sughamaai Subbulakshmi,ROMANCE,39289.04913,0,0,1,Male
694,2018,6,21,10,This Is Pilah,COMEDY,40557.72207,0,0.75,0.25,Female
695,2018,6,28,11,Ghora,HORROR,44601.72764,0,0.333333333,0.666666667,Male
696,2018,1,11,12,Busker,ROMANCE,60814.02302,0,0.666666667,0.333333333,Female
697,2018,5,10,13,Shun Pong O,ROMANCE,64819.10139,0,0.5,0.5,Male
698,2018,2,15,14,Badang,ACTION,65599.41487,0,0.333333333,0.666666667,Male
699,2018,3,22,15,Hantu Wangan,COMEDY,79111.31247,0,0.666666667,0.333333333,Female
700,2018,3,8,16,Get Hard Tongkat Ali,COMEDY,79476.96277,0,0.4,0.6,Male
701,2018,2,22,17,Amazing Titanman,SCIFI/FANTASY,81954.14842,0,0,1,Male
702,2018,7,19,18,Buyer Beware,HORROR,94928.40827,0,0,1,Male
703,2018,7,5,19,Atcham Thavir,COMEDY,106515.4441,0,0.25,0.75,Male
704,2018,1,18,20,Best Story,DRAMA,108887.3494,0,0.166666667,0.833333333,Male
705,2018,1,25,21,Bukan Cinta Malaikat,ROMANCE,118837.6733,0,0.5,0.5,Male
706,2018,2,1,22,Makrifat Cinta,DRAMA,122696.7747,0,0.571428571,0.428571429,Female
707,2018,5,24,23,Million Loves In Me,DRAMA,162199.9235,0,0.2,0.8,Male
708,2018,4,19,24,Villavan,ACTION,172061.7765,0,0.333333333,0.666666667,Male
709,2018,6,28,25,Blok 404: Hidup Sampai Mati,THRILLER,194879.3104,0,0.5,0.5,Male
710,2018,9,6,26,One Two Jaga,ACTION,442354.5805,0,0,1,Male
711,2018,7,26,27,Vedigundu Pasangge,ACTION_COMEDY,1247439.917,0,0.2,0.8,Male
712,2018,2,15,28,A House of Happiness,FAMILY,1406687.566,0,0.5,0.5,Male
713,2018,7,26,29,Pulang,HISTORICAL,1415534.658,0,0.4,0.6,Male
714,2018,3,15,30,Lee Chong Wei: Rise Of The Legend,DRAMA,4158133.057,0,0.142857143,0.857142857,Male
715,2018,4,5,31,Dukun,HORROR,8758620.694,0,0.2,0.8,Male
716,2018,3,8,32,KL Special Force,ACTION,10793451.76,0,0,1,Male
717,2018,11,22,33,Polis EVO 2,ACTION,19861720.66,7077673.288,0.142857143,0.857142857,Male
718,2018,8,9,34,Hantu Kak Limah 3,HORROR_COMEDY,26541274.83,0,0.428571429,0.571428571,Male
719,2018,9,27,35,PASKAL,ACTION,26983629.41,8847091.61,0,1,Male
720,2018,8,30,36,Munafik 2,HORROR,42466039.73,2211772.903,0.142857143,0.857142857,Male
721,2018,8,16,37,Wheely,ANIMATION,0,0,0.285714286,0.714285714,Male
722,2018,8,16,38,Thirudathey Papa Thirudathey,ACTION_COMEDY,0,0,0.25,0.75,Male
723,2018,9,13,39,Rise: Ini Kalilah,DRAMA,0,0,0.666666667,0.333333333,Female
724,2018,9,20,40,Neeyum Naanum,ROMANTIC_COMEDY,0,0,0.5,0.5,Male
725,2018,9,20,41,Langsuir,HORROR,0,0,,,Male
726,2018,9,27,42,Tangisan Akinabalu,HORROR,0,0,0,1,Male
727,2018,10,11,43,Kalla: Hidup Atau Mati,ACTION,0,0,0.428571429,0.571428571,Male
728,2018,10,25,44,Gol Dan Gincu Vol. 2,COMEDY,0,0,0.666666667,0.333333333,Female
729,2018,11,1,45,Operasi X,THRILLER,0,0,0,1,Male
730,2018,11,8,46,7ujuh,HORROR,0,0,0.428571429,0.571428571,Male
731,2018,11,29,47,Guang,FAMILY,0,0,0.333333333,0.666666667,Male
732,2018,12,6,48,Who Is The Champion?,ACTION,0,0,0.666666667,0.333333333,Female
733,2018,12,6,49,3AM,HORROR,0,0,0.333333333,0.666666667,Male
734,2018,12,13,50,A Stolen Life,THRILLER,0,0,0.25,0.75,Male
735,2018,12,27,51,Awang Gerudi,COMEDY,0,0,1,0,Female
736,2019,1,31,1,Bella & Jamie,DRAMA,6089.656127,0,0.666666667,0.333333333,Female
737,2019,10,31,2,7 Hari: Kisah Cinta Langkawi,ROMANTIC_COMEDY,7932.82696,0,0.25,0.75,Male
738,2019,10,17,3,Kolong,HORROR,17685.95498,0,1,0,Female
739,2019,2,28,4,Satte,THRILLER,18320.67395,0,0,1,Male
740,2019,11,21,5,M.O.X: Misi Operasi X,SCIFI/FANTASY,18659.08024,0,0.5,0.5,Male
741,2019,8,15,6,Warkah,DRAMA,19687.88842,0,0.4,0.6,Male
742,2019,11,28,7,Metro Maalai,ROMANCE,20215.88179,0,0.2,0.8,Male
743,2019,8,22,8,Kron,THRILLER,20901.37827,0,0.25,0.75,Male
744,2019,11,14,9,KL Vampires,ACTION,23498.19087,0,0.5,0.5,Male
745,2019,4,18,10,Two Sisters,THRILLER,28787.73651,0,,,Male
746,2019,9,26,11,Ennaval,HORROR,33535.03661,0,0.333333333,0.666666667,Male
747,2019,1,24,12,XX-Ray 3,SCIFI/FANTASY,37739.75972,0,0.2,0.8,Male
748,2019,1,17,13,Felina,HORROR,40361.82849,0,0.5,0.5,Male
749,2019,4,18,14,Homestay: Permainan Maut,HORROR,47882.66816,0,0.6,0.4,Female
750,2019,9,26,15,Motif,THRILLER,52214.6665,0,0.25,0.75,Male
751,2019,6,27,16,Azhaggiye Thee,DRAMA,52543.69288,0,0.25,0.75,Male
752,2019,10,3,17,Hero: Jangan Bikin Panas,ACTION_COMEDY,63926.30854,0,0.333333333,0.666666667,Male
753,2019,1,17,18,Lease of Life,DRAMA,79854.40688,0,0.5,0.5,Male
754,2019,9,5,19,Wangi,HORROR,80421.29874,0,0.75,0.25,Female
755,2019,4,11,20,Fly by Night,THRILLER,80768.07074,0,0,1,Male
756,2019,9,12,21,Suatu Ketika,HISTORICAL,95487.25318,0,,,Male
757,2019,11,14,22,Pulanaivu,THRILLER,124552.0785,0,0.5,0.5,Male
758,2019,5,30,23,Supermum,FAMILY,155397.4313,0,0.333333333,0.666666667,Male
759,2019,7,18,24,Kali Muni Tharisanam,THRILLER,156976.7381,0,0.333333333,0.666666667,Male
760,2019,10,3,25,Walk with Me,HORROR,189998.7627,0,0.2,0.8,Male
761,2019,3,28,26,Red Storm,ACTION,232745.9744,0,0,1,Male
762,2019,10,10,27,Geran,ACTION,312117.9949,0,0.5,0.5,Male
763,2019,9,19,28,Venpa,ROMANTIC_COMEDY,330568.7282,0,0.5,0.5,Male
764,2019,10,24,29,Anak Perjanjian Syaitan,HORROR,832939.4727,0,0.5,0.5,Male
765,2019,2,5,30,Amazing Spring,COMEDY,1993597.325,0,0.25,0.75,Male
766,2019,2,5,31,A Journey of Happiness,COMEDY,2351620.827,0,0.333333333,0.666666667,Male
767,2019,3,14,32,Bikers Kental 2,COMEDY,5088147.495,0,0,1,Male
768,2019,2,21,33,Misteri Dilaila,THRILLER,6260583.391,0,0.5,0.5,Male
769,2019,8,29,34,Sangkar,ACTION,6349779.999,0,0.25,0.75,Male
770,2019,3,21,35,Upin & Ipin: Keris Siamang Tunggal,ANIMATION,17361137.97,13257837.32,0.5,0.5,Male
771,2019,8,8,36,BoBoiBoy Movie 2,ANIMATION,19601712.48,4640243.062,0.333333333,0.666666667,Male
772,2019,11,28,37,Ejen Ali: The Movie,ANIMATION,19919900.57,4308797.129,0.4,0.6,Male
773,2019,3,7,38,Kuttram Seiyel,THRILLER,0,0,0.25,0.75,Male
774,2019,4,11,39,Bu,DRAMA,0,0,0.428571429,0.571428571,Male
775,2019,9,12,40,Dendam Pontianak,HORROR,0,0,0.428571429,0.571428571,Male
776,2019,9,12,41,M for Malaysia,DOCUMENTARY,0,0,,,Male
777,2019,10,31,42,Pusaka,HORROR,0,0,0.5,0.5,Male
778,2019,11,21,43,Wira,ACTION,0,0,0.142857143,0.857142857,Male
779,2019,12,5,44,Garang,ACTION,0,0,0.333333333,0.666666667,Male
780,2019,12,5,45,Lucky Blockchain,ACTION_COMEDY,0,0,0,1,Male
781,2019,12,12,46,Banglo No. 99,THRILLER,0,0,0.333333333,0.666666667,Male
782,2019,12,19,47,Busut Bonang,HORROR_COMEDY,0,0,0.142857143,0.857142857,Male
783,2020,1,2,1,At Rainbow's End 2,DOCUMENTARY,0,0,0.666666667,0.333333333,Female
784,2020,1,9,2,Suraya,HORROR,0,0,0.5,0.5,Male
785,2020,1,16,3,The Garden of Evening Mists,DRAMA,0,0,0.4,0.6,Male
786,2020,1,25,4,The God of Wealth,COMEDY,0,0,0,1,Male
787,2020,1,25,5,A Moment of Happiness,COMEDY,0,0,0.2,0.8,Male
788,2020,1,30,6,Fight Lah! Kopitiam,COMEDY,0,0,0.25,0.75,Male
789,2020,2,6,7,M4M4,HORROR,0,0,0.285714286,0.714285714,Male
790,2020,2,6,8,Good Wealth 2020,COMEDY,0,0,0,1,Male
791,2020,2,13,9,Santhittha Naal Muthal,ROMANCE,0,0,0.333333333,0.666666667,Male
792,2020,2,20,10,Rock 4: Rockers Never Dai,COMEDY,0,0,0.4,0.6,Male
793,2020,2,20,11,Unakkagathane,DRAMA,0,0,,,Male
794,2020,2,27,12,Ratu Kala Jengking,HORROR,0,0,0.5,0.5,Male
795,2020,3,5,13,Jodoh Syaitan,HORROR_COMEDY,0,0,0.333333333,0.666666667,Male
796,2020,3,5,14,Paakaati Po,ROMANTIC_COMEDY,0,0,0.2,0.8,Male
797,2020,3,12,15,Bulan Dan Pria Terhebat,ACTION_COMEDY,0,0,0.6,0.4,Female
798,2020,3,19,16,Roh,HORROR,0,0,0.6,0.4,Female
799,2020,3,19,17,Eye On The Ball,DOCUMENTARY,0,0,0,1,Male
800,2020,3,26,18,Town Mall,HORROR,0,0,0.6,0.4,Female
801,2020,3,26,19,Kenderaan Berat Ikut Kiri,COMEDY,0,0,0.5,0.5,Male
802,2020,3,26,20,Escape,THRILLER,0,0,0.285714286,0.714285714,Male
803,2020,4,2,21,Takut Ke Tak,HORROR_COMEDY,0,0,0.2,0.8,Male
